x	y
1116.234	1072.020
1118.670	1070.855
1121.132	1069.691
1123.619	1068.528
1126.132	1067.369
1128.670	1066.216
1131.232	1065.072
1133.819	1063.938
1136.429	1062.817
1139.064	1061.710
1141.721	1060.618
1144.401	1059.538
1147.102	1058.472
1149.824	1057.419
1152.567	1056.377
1155.329	1055.348
1158.110	1054.329
1160.909	1053.322
1163.726	1052.325
1166.560	1051.338
1169.410	1050.360
1172.275	1049.392
1175.156	1048.432
1178.050	1047.480
1180.958	1046.535
1183.879	1045.598
1186.812	1044.668
1189.757	1043.744
1192.712	1042.825
1195.678	1041.913
1198.653	1041.005
1201.636	1040.101
1204.628	1039.202
1207.628	1038.306
1210.634	1037.413
1213.646	1036.523
1216.663	1035.635
1219.685	1034.749
1222.712	1033.864
1225.741	1032.980
1228.774	1032.096
1231.808	1031.212
1234.844	1030.328
1237.880	1029.443
1240.916	1028.556
1243.952	1027.667
1246.986	1026.777
1250.018	1025.883
1253.048	1024.986
1256.074	1024.085
1259.096	1023.182
1262.114	1022.276
1265.126	1021.368
1268.132	1020.459
1271.133	1019.550
1274.126	1018.641
1277.111	1017.733
1280.088	1016.827
1283.057	1015.923
1286.016	1015.022
1288.965	1014.124
1291.903	1013.231
1294.830	1012.342
1297.745	1011.459
1300.648	1010.582
1303.537	1009.713
1306.413	1008.850
1309.275	1007.996
1312.122	1007.151
1314.953	1006.315
1317.768	1005.489
1320.567	1004.674
1323.348	1003.871
1326.111	1003.079
1328.856	1002.301
1331.582	1001.536
1334.288	1000.785
1336.973	1000.049
1339.638	999.328
1342.281	998.624
1344.902	997.936
1347.500	997.266
1350.075	996.613
1352.626	995.980
1355.153	995.365
1357.654	994.771
1360.130	994.198
1362.578	993.646
1364.998	993.115
1367.383	992.605
1369.729	992.116
1372.031	991.646
1374.286	991.196
1376.487	990.765
1378.631	990.353
1380.712	989.959
1382.727	989.582
1384.670	989.223
1386.537	988.880
1388.323	988.553
1390.023	988.243
1391.633	987.948
1393.148	987.667
1394.563	987.402
1395.875	987.150
1397.077	986.912
1398.166	986.687
1399.137	986.474
1399.985	986.274
1400.705	986.085
1401.294	985.909
1401.766	985.762
1402.154	985.678
1402.490	985.692
1402.808	985.838
1403.138	986.149
1403.500	986.640
1403.894	987.305
1404.317	988.134
1404.769	989.118
1405.248	990.248
1405.754	991.516
1406.284	992.911
1406.838	994.425
1407.414	996.049
1408.010	997.773
1408.627	999.590
1409.262	1001.489
1409.913	1003.461
1410.581	1005.498
1411.263	1007.590
1411.958	1009.729
1412.664	1011.904
1413.382	1014.108
1414.108	1016.332
1414.843	1018.565
1415.583	1020.799
1416.330	1023.025
1417.080	1025.234
1417.833	1027.419
1418.589	1029.579
1419.345	1031.715
1420.103	1033.827
1420.860	1035.915
1421.618	1037.979
1422.374	1040.021
1423.128	1042.041
1423.880	1044.039
1424.628	1046.014
1425.373	1047.969
1426.113	1049.903
1426.849	1051.816
1427.578	1053.709
1428.301	1055.582
1429.017	1057.436
1429.725	1059.271
1430.425	1061.088
1431.116	1062.887
1431.797	1064.667
1432.468	1066.431
1433.127	1068.177
1433.775	1069.907
1434.411	1071.621
1435.034	1073.319
1435.643	1075.001
1436.238	1076.669
