SpecAng,Spec,A3OrIns,A3OrJoint,A3Tendon,A3Li,A3LiTheta,A3Lo,A3AvgFL,A3AvgPenn,A3Mass,AwOrIns,AwOrJoint,AwTendon,AwLi,AwLiTheta,AwLo,AwAvgFL,AwAvgPenn,AwMass,A1OrIns,A1OrJoint,A1Tendon,A1TendonAntSeg,A1TendonPostSeg,A1TendonOrIn,A1TendonTheta,A1InsTheta,A1Li,A1LiTheta,A1Lo,A1AvgFL,A1AvgPenn,A1Mass,JL,GapeWidth,Gape
6.4,LMBass2,3.283450014847188,2.7283989810876266,1.5406806937195001,1.6757878744041568,-0.21834532128977094,4.942959133960143,2.4495714285714287,0,0.622,3.3139657511809015,0.7158002514668453,0,3.2051260505633783,-0.24164912567640173,4.55814918579899,2.410428571428571,0,0.463,3.4386824511722502,3.1216772735181966,1.4707266911292527,1.204275715938837,1.4707266911292527,2.594794982267385,2.6480878284696314,2.2736650334626067,1.0771258050942794,-0.2075918561566291,4.493163918665777,2.629857142857143,0,2.795,4.664757412808303,4.01,40
