SpecAng,Spec,A3OrIns,A3OrJoint,A3Tendon,A3Li,A3LiTheta,A3Lo,A3AvgFL,A3AvgPenn,A3Mass,AwOrIns,AwOrJoint,AwTendon,AwLi,AwLiTheta,AwLo,AwAvgFL,AwAvgPenn,AwMass,A1OrIns,A1OrJoint,A1Tendon,A1TendonAntSeg,A1TendonPostSeg,A1TendonOrIn,A1TendonTheta,A1InsTheta,A1Li,A1LiTheta,A1Lo,A1AvgFL,A1AvgPenn,A1Mass,JL,GapeWidth,Gape
6.4,SMBass_1,2.9032578252714654,2.5403562742261174,0.4597096910007444,0.52338131414868,0.07266874899751712,2.982724258123771,1.9432857142857143,0,0.166,2.527634862870822,0.5049999999999997,0,2.1984414934221017,0.1020674892042328,3.516708688532504,1.817,0,0.434,3.892611591207117,3.27782519363068,0.8891349728809461,1.6759537583119652,0.8891349728809461,2.0679463242550566,1.7999621021337973,1.1756968989584924,1.0441518088860449,-0.11710874456686418,3.4479999999999995,2.8711666666666664,0,1.544,3.505546034500189,4.5,50
