SpecAng,Spec,A3OrIns,A3OrJoint,A3Tendon,A3Li,A3LiTheta,A3Lo,A3AvgFL,A3AvgPenn,A3Mass,AwOrIns,AwOrJoint,AwTendon,AwLi,AwLiTheta,AwLo,AwAvgFL,AwAvgPenn,AwMass,A1OrIns,A1OrJoint,A1Tendon,A1TendonAntSeg,A1TendonPostSeg,A1TendonOrIn,A1TendonTheta,A1InsTheta,A1Li,A1LiTheta,A1Lo,A1AvgFL,A1AvgPenn,A1Mass,JL,GapeWidth,Gape
6.4,LMBass_1,2.5667980052976507,2.1832748338218897,0.37336309405188883,0.5568635380414129,0.055697728273262866,4.34933523656202,2.193625,0,0.149,4.338004725677464,1.0377249153797934,0,3.7990662010552025,0.023692248470424542,4.739428024561613,2.545571428571429,0,0.553,3.0335833596590027,2.9903274068235404,0.7060347016967367,2.229874435926831,0.7060347016967367,2.7821439574543954,2.3757017343567246,2.3793599285763163,1.1104170387741708,-0.5697683019645946,4.7472077055886235,2.4175555555555555,0,1.514,4.611990322237419,4.5,50
