SpecAng,Spec,A3OrIns,A3OrJoint,A3Tendon,A3Li,A3LiTheta,A3Lo,A3AvgFL,A3AvgPenn,A3Mass,A1OrIns,A1OrJoint,A1Tendon,A1TendonAntSeg,A1TendonPostSeg,A1TendonOrIn,A1TendonTheta,A1InsTheta,A1Li,A1LiTheta,A1Lo,A1AvgFL,A1AvgPenn,A1Mass,JL,GapeWidth,Gape
6.4,Pseed1,1.5379993498048041,1.1816873528983884,0.6382742357325727,0.8896476830745971,-0.71460035370139,2.333919021731474,1.2428571428571429,0,0,1.8440458237256467,2.1322788279209632,0.4416627672783844,0.7294004387166214,0.4416627672783844,1.159234661317544,2.8480281278380146,3.1136567866433476,0.6118365794883468,-1.3028240958544206,2.079043049097349,1.3323333333333334,0,0.11,2.206481035414411,2.1,40
